word;word_fr_accent
representative;représentative
representatives;représentatives
representativite;représentativité
representee;représentée
representees;représentées
representent;représentent
representer;représenter
representerait;représenterait
representeront;représenteront
representes;représentés
representons;représentons
represseur;répresseur
repressif;répressif
repression;répression
repressive;répressive
repressives;répressives
reprimant;réprimant
reprimee;réprimée
reprimer;réprimer
reprimes;réprimés
reprobation;réprobation
reproductibilite;reproductibilité
reprogrammee;reprogrammée
reprogrammees;reprogrammées
republicain;républicain
republicaine;républicaine
republicaines;républicaines
republicains;républicains
republicanisme;républicanisme
republique;république
republiques;républiques
repugnent;répugnent
repulsifs;répulsifs
repulsion;répulsion
repulsives;répulsives
reputant;réputant
reputation;réputation
reputations;réputations
repute;réputé
reputee;réputée
reputees;réputées
reputes;réputés
requerants;requérants
requete;requête
requetes;requêtes
requiere;requière
requierent;requièrent
requisition;réquisition
requisitions;réquisitions
res;rés
reseau;réseau
reseaux;réseaux
resecable;résécable
resecables;résécables
resection;résection
resections;résections
reservant;réservant
reservation;réservation
reservations;réservations
reservee;réservée
reservees;réservées
reservent;réservent
reserver;réserver
reservera;réservera
reserviste;réserviste
reservistes;réservistes
reservoir;réservoir
reservoirs;réservoirs
residais;résidais
residait;résidait
residant;résidant
residence;résidence
residences;résidences
resident;résident
residente;résidente
residentes;résidentes
residentiel;résidentiel
residentielle;résidentielle
residentielles;résidentielles
residentiels;résidentiels
residents;résidents
resider;résider
residu;résidu
residuaire;résiduaire
residuaires;résiduaires
residuel;résiduel
residuelle;résiduelle
residuelles;résiduelles
residuels;résiduels
residus;résidus
resigner;résigner
resiliation;résiliation
resilience;résilience
resiliences;résiliences
resilient;résilient
resiliente;résiliente
resilientes;résilientes
resilients;résilients
resine;résine
resines;résines
resineux;résineux
resistance;résistance
resistances;résistances
resistant;résistant
resistante;résistante
resistantes;résistantes
resistants;résistants
resister;résister
resistible;résistible
resistif;résistif
resistifs;résistifs
resistive;résistive
resistives;résistives
resistivite;résistivité
resolu;résolu
resolubilite;résolubilité
resoluble;résoluble
resolubles;résolubles
resolue;résolue
resolues;résolues
resolument;résolument
resolus;résolus
resolution;résolution
resolutions;résolutions
resolutoire;résolutoire
resolutoires;résolutoires
resolvant;résolvant
resolvante;résolvante
resolvons;résolvons
resonance;résonance
resonances;résonances
resonant;résonant
resonante;résonante
resonantes;résonantes
resonants;résonants
resonateur;résonateur
resonateurs;résonateurs
resonnant;résonnant
resonnante;résonnante
resonnantes;résonnantes
resonnants;résonnants
resonner;résonner
resorbable;résorbable
resorbables;résorbables
resorber;résorber
resorption;résorption
resoudre;résoudre
resout;résout
respectee;respectée
respectees;respectées
responsabilite;responsabilité
responsabilites;responsabilités
resserree;resserrée
resserrees;resserrées
restaurees;restaurées
restee;restée
restees;restées
restituee;restituée
restructuree;restructurée
resultaient;résultaient
resultait;résultait
resultant;résultant
resultante;résultante
resultantes;résultantes
resultants;résultants
resultas;résultas
resultats;résultats
resultent;résultent
resulter;résulter
resulteraient;résulteraient
resulterait;résulterait
resultes;résultés
resumant;résumant
resumee;résumée
resumees;résumées
resument;résument
resumer;résumer
resumerai;résumerai
resumes;résumés
resumons;résumons
resurgence;résurgence
resurgences;résurgences
resurgentes;résurgentes
resurrection;résurrection
retabli;rétabli
retablir;rétablir
retablis;rétablis
retablissement;rétablissement
retablit;rétablit
retardee;retardée
retardees;retardées
retarderent;retardèrent
retentat;rétentat
retenteurs;rétenteurs
retention;rétention
reticence;réticence
reticences;réticences
reticulaire;réticulaire
reticulaires;réticulaires
reticulation;réticulation
reticule;réticulé
reticulee;réticulée
reticulees;réticulées
reticules;réticulés
reticulum;réticulum
retif;rétif
retinal;rétinal
retine;rétine
retines;rétines
retinien;rétinien
retinienne;rétinienne
retiniennes;rétiniennes
retinoblastome;rétinoblastome
retinoides;rétinoïdes
retinol;rétinol
retinopathie;rétinopathie
retiree;retirée
retirees;retirées
retombee;retombée
retombees;retombées
retorsion;rétorsion
retournee;retournée
retournees;retournées
retracee;retracée
retractation;rétractation
retracte;rétracte
retracter;rétracter
retraction;rétraction
retraitee;retraitée
retravaillee;retravaillée
retrecissement;rétrécissement
retribuee;rétribuée
retribution;rétribution
retro;rétro
retroactif;rétroactif
retroaction;rétroaction
retroactions;rétroactions
retroactive;rétroactive
retroactivite;rétroactivité
retrodiffuses;rétrodiffusés
retrodiffusion;rétrodiffusion
retrograde;rétrograde
retrogrades;rétrogrades
retroprojection;rétroprojection
retroprojections;rétroprojections
retropulsion;rétropulsion
retrospectif;rétrospectif
retrospectifs;rétrospectifs
retrospection;rétrospection
retrospective;rétrospective
retrospectivement;rétrospectivement
retrospectives;rétrospectives
retrouvee;retrouvée
retrouvees;retrouvées
retrovirus;rétrovirus
retroviseurs;rétroviseurs
reuni;réuni
reunie;réunie
reunies;réunies
reunification;réunification
reunifiee;réunifiée
reunifier;réunifier
reunion;réunion
reunions;réunions
reunir;réunir
reunira;réunira
reunirent;réunirent
reuniront;réuniront
reunis;réunis
reunissait;réunissait
reunissant;réunissant
reunissent;réunissent
reunissons;réunissons
reunit;réunit
reussi;réussi
reussie;réussie
reussir;réussir
reussirons;réussirons
reussis;réussis
reussissant;réussissant
reussissent;réussissent
reussissons;réussissons
reussit;réussit
reussite;réussite
reussites;réussites
reutilisable;réutilisable
reutilisables;réutilisables
reutilisant;réutilisant
reutilisation;réutilisation
reutilise;réutilise
reutiliser;réutiliser
reutilises;réutilisés
revalorisee;revalorisée
revant;rêvant
revee;rêvée
revees;rêvées
reveil;réveil
reveille;réveille
reveillon;réveillon
reveils;réveils
revela;révéla
revelait;révélait
revelant;révélant
revelateur;révélateur
revelateurs;révélateurs
revelation;révélation
revelations;révélations
revelatrice;révélatrice
revelatrices;révélatrices
revelee;révélée
revelees;révélées
revelent;révèlent
reveler;révéler
reveles;révélés
revendiquee;revendiquée
revent;rêvent
rever;rêver
reverberant;réverbérant
reverberante;réverbérante
reverberantes;réverbérantes
reverie;rêverie
reveries;rêveries
reversibilite;réversibilité
reversible;réversible
reversibles;réversibles
reversion;réversion
revet;revêt
revetait;revêtait
revetant;revêtant
revetement;revêtement
revetements;revêtements
revetent;revêtent
revetir;revêtir
revetu;revêtu
revetue;revêtue
revetues;revêtues
revetus;revêtus
reveur;rêveur
reveurs;rêveurs
revisais;révisais
revisee;révisée
reviser;réviser
revises;révisés
reviseur;réviseur
revision;révision
revisions;révisions
revisitee;revisitée
revisitees;revisitées
revocabilite;révocabilité
revocable;révocable
revocation;révocation
revocatoire;révocatoire
revoltee;révoltée
revoltes;révoltes
revolu;révolu
revolution;révolution
revolutionnaire;révolutionnaire
revolutionnaires;révolutionnaires
revolutionne;révolutionné
revolutionner;révolutionner
revolutions;révolutions
rheme;rhème
rhemes;rhèmes
rhenan;rhénan
rhenane;rhénane
rhenanes;rhénanes
rhenans;rhénans
rhenium;rhénium
rheologie;rhéologie
rheologies;rhéologies
rheologique;rhéologique
rheologiques;rhéologiques
rheologues;rhéologues
rheometre;rhéomètre
rheometres;rhéomètres
rhesus;rhésus
rheteur;rhéteur
rheteurs;rhéteurs
rhetoricien;rhétoricien
rhetoriciens;rhétoriciens
rhetorique;rhétorique
rhetoriques;rhétoriques
rhetoriqueurs;rhétoriqueurs
rhinoceros;rhinocéros
rhizosphere;rhizosphère
rhizospheres;rhizosphères
rhodophycees;rhodophycées
rhomboedriques;rhomboédriques
rhone;rhône
rhopaloceres;rhopalocères
rhumatoide;rhumatoïde
rhumatoides;rhumatoïdes
ribonuclease;ribonucléase
ribonucleiques;ribonucléiques
ricinoleate;ricinoléate
ricinoleique;ricinoléique
rigidite;rigidité
rigidites;rigidités
rimee;rimée
risquee;risquée
risquees;risquées
rivalite;rivalité
rivalites;rivalités
rivetees;rivetées
rivetes;rivetés
riviere;rivière
rivieres;rivières
rizieres;rizières
robotisee;robotisée
robotisees;robotisées
role;rôle
roles;rôles
romanciere;romancière
romancieres;romancières
romanisee;romanisée
romanite;romanité
romeo;roméo
rosiere;rosière
rosieres;rosières
rotenone;roténone
rotis;rôtis
routiere;routière
routieres;routières
routiniere;routinière
routinieres;routinières
royaute;royauté
royautes;royautés
rubeole;rubéole
ruee;ruée
rugosite;rugosité
rugosites;rugosités
ruralite;ruralité
ruralites;ruralités
ruthenium;ruthénium
rythmicite;rythmicité
sabliere;sablière
sablonniere;sablonnière
sacralite;sacralité
sacralites;sacralités
sacree;sacrée
sacrees;sacrées
sadduceens;sadducéens
sagacites;sagacités
sahelien;sahélien
sahelienne;sahélienne
saheliennes;sahéliennes
saheliens;sahéliens
said;saïd
saignees;saignées
saimiris;saïmiris
saintete;sainteté
saisonniere;saisonnière
saisonnieres;saisonnières
saite;saïte
salariee;salariée
salariees;salariées
salee;salée
salees;salées
salifere;salifère
salinite;salinité
salinites;salinités
salmonides;salmonidés
salome;salomé
salpetriere;salpêtrière
salubrite;salubrité
saluee;saluée
sanctionnee;sanctionnée
sanctionnees;sanctionnées
sante;santé
saone;saône
sapiniere;sapinière
sarcomere;sarcomère
satiete;satiété
saturee;saturée
saturees;saturées
sauvee;sauvée
sauvegardee;sauvegardée
scarabeides;scarabéidés
scelerate;scélérate
scelerates;scélérates
scellee;scellée
scellees;scellées
scenario;scénario
scenarios;scénarios
scenaristes;scénaristes
scene;scène
scenes;scènes
scenique;scénique
sceniques;scéniques
scenographie;scénographie
scenographies;scénographies
scenographique;scénographique
scenographiques;scénographiques
schema;schéma
schemas;schémas
schematique;schématique
schematiquement;schématiquement
schematisation;schématisation
schematisees;schématisées
schematisme;schématisme
scheme;schème
schemes;schèmes
schizophrene;schizophrène
schizophrenes;schizophrènes
schizophrenie;schizophrénie
schizophrenique;schizophrénique
schizophreniques;schizophréniques
scientificite;scientificité
scindee;scindée
scindees;scindées
sclerodermie;sclérodermie
sclerodermies;sclérodermies
sclerose;sclérose
scleroses;scléroses
scolarisee;scolarisée
scolarite;scolarité
scolarites;scolarités
sculptee;sculptée
seance;séance
seances;séances
sebas;sébas
sebastien;sébastien
sebastopol;sébastopol
secateur;sécateur
secession;sécession
sechage;séchage
sechees;séchées
secher;sécher
secheresse;sécheresse
secheresses;sécheresses
secheur;sécheur
sechoir;séchoir
sechoirs;séchoirs
secretaire;secrétaire
secretaires;secrétaires
secretant;sécrétant
secretariat;secrétariat
secretariats;secrétariats
secreter;secréter
secretion;sécrétion
secretions;sécrétions
secretoire;sécrétoire
secretrice;sécrétrice
secretrices;sécrétrices
seculaire;séculaire
seculaires;séculaires
secularisation;sécularisation
secularise;sécularisé
secularisee;sécularisée
secularises;sécularisés
secularisme;sécularisme
secularites;sécularités
seculier;séculier
seculiere;séculière
seculiers;séculiers
secundogeniture;secundogéniture
securisation;sécurisation
securisee;sécurisée
securisees;sécurisées
securiser;sécuriser
securises;sécurisés
securit;sécurit
securitaire;sécuritaire
securitaires;sécuritaires
securite;sécurité
